experiment,family,contrast,method,initialization,interior_points,reference_grid_size,runs,feasible_runs,feasibility_rate,solver_success_rate,median_evaluated_cost_s,median_clearance_m,median_stationarity_norm,median_actual_interior_points,mean_reference_difference_percent,median_reference_difference_percent,bootstrap_95_low_percent,bootstrap_95_high_percent,median_runtime_s,reference_unresolved_runs,failure_modes,termination_modes
contrast_sweep,correlated_roughness,0.0,fast_marching,fast_marching,,513,1,1,1.0,1.0,704.8265048019582,80.5661371722521,,,,,,,5.336312673985958,1,,converged:1
contrast_sweep,correlated_roughness,0.0,slsqp,arc_left,64,,1,1,1.0,1.0,750.4723508197109,7.086035780842588,1.7170749496487636e-05,64.0,,,,,26.33479111798806,1,,converged:1
contrast_sweep,correlated_roughness,0.0,slsqp,arc_right,64,,1,1,1.0,0.0,704.0000000848125,80.56765017254719,0.07555131886107086,64.0,,,,,27.829608177999035,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,0.0,slsqp,barrier,64,,1,1,1.0,1.0,703.9999999999999,80.56733592977685,1.476719836221759e-14,64.0,,,,,1.7279687219997868,1,,converged:1
contrast_sweep,correlated_roughness,0.0,slsqp,fast_marching,64,,1,1,1.0,0.0,704.0000006826581,80.56812627641044,0.1537311280401215,64.0,,,,,25.522113329032436,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,0.0,slsqp,straight,64,,1,1,1.0,1.0,704.0000000000001,80.56733592977685,1.476719836221759e-14,64.0,,,,,1.5939714360283688,1,,converged:1
contrast_sweep,correlated_roughness,1.0,euler_lagrange,arc_left,64,,1,0,0.0,0.0,,,2237.0745508700193,64.0,,,,,1.2108706170110963,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,1.0,euler_lagrange,arc_right,64,,1,1,1.0,0.0,719.3147589796522,36.04267603706267,488.6470520604534,64.0,,,,,1.2229730040417053,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,1.0,euler_lagrange,barrier,64,,1,1,1.0,1.0,630.2337048740072,63.596720856145005,3.4904918533985975e-08,64.0,,,,,0.9657008179929107,1,,stationary:1
contrast_sweep,correlated_roughness,1.0,euler_lagrange,fast_marching,64,,1,1,1.0,1.0,600.934851924776,77.71815682843673,1.2184895746510221e-08,64.0,,,,,5.089871564996429,1,,stationary:1
contrast_sweep,correlated_roughness,1.0,euler_lagrange,straight,64,,1,1,1.0,1.0,630.2337048740071,63.59672085614428,3.4902288950630824e-08,64.0,,,,,0.8951242109760642,1,,stationary:1
contrast_sweep,correlated_roughness,1.0,fast_marching,fast_marching,,513,1,1,1.0,1.0,601.4061063012591,78.29819993097753,,,,,,,5.379470668965951,1,,converged:1
contrast_sweep,correlated_roughness,1.0,slsqp,arc_left,64,,1,1,1.0,1.0,656.7549591489844,7.307343040691067,0.00015430237821074922,64.0,,,,,32.39734762295848,1,,converged:1
contrast_sweep,correlated_roughness,1.0,slsqp,arc_right,64,,1,1,1.0,0.0,600.937927086727,77.7387944309176,0.1467779176110553,64.0,,,,,27.025876078987494,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,1.0,slsqp,barrier,64,,1,1,1.0,0.0,600.9379268027666,77.73877455657608,0.03944112029409884,64.0,,,,,26.485370086040348,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,1.0,slsqp,fast_marching,64,,1,1,1.0,0.0,600.9379267847713,77.7404759161237,0.027936741532611647,64.0,,,,,26.541030255961232,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,1.0,slsqp,straight,64,,1,1,1.0,0.0,600.9379267619105,77.73922874340279,0.028467725889808088,64.0,,,,,26.90514525998151,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,2.0,euler_lagrange,arc_left,64,,1,1,1.0,0.0,764.5753995070334,7.3367459918167555,85.44945888576139,64.0,,,,,1.458663125988096,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,2.0,euler_lagrange,arc_right,64,,1,1,1.0,1.0,674.4146175208118,41.965766830472376,1.8464035753059228e-10,64.0,,,,,1.3498808550066315,1,,stationary:1
contrast_sweep,correlated_roughness,2.0,euler_lagrange,barrier,64,,1,1,1.0,1.0,588.850808794125,71.51909896756842,2.2441978401300624e-10,64.0,,,,,1.2628935890388675,1,,stationary:1
contrast_sweep,correlated_roughness,2.0,euler_lagrange,fast_marching,64,,1,1,1.0,1.0,520.745967984415,69.99018494896033,5.034418723643394e-10,64.0,,,,,5.229499876033515,1,,stationary:1
contrast_sweep,correlated_roughness,2.0,euler_lagrange,straight,64,,1,1,1.0,1.0,588.850808794125,71.51909896756813,2.402978570675204e-10,64.0,,,,,1.1948382779955864,1,,stationary:1
contrast_sweep,correlated_roughness,2.0,fast_marching,fast_marching,,513,1,1,1.0,1.0,521.0086007393106,70.95905792508913,,,,,,,5.395088043005671,1,,converged:1
contrast_sweep,correlated_roughness,2.0,slsqp,arc_left,64,,1,1,1.0,0.0,572.3456169872887,8.019762884474762,0.2536223333462274,64.0,,,,,55.828102028986905,1,optimization_failed:1,optimization_failed:1
contrast_sweep,correlated_roughness,2.0,slsqp,arc_right,64,,1,1,1.0,0.0,520.7439257967052,70.25528234259579,0.05941373213552931,64.0,,,,,28.336867175006773,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,2.0,slsqp,barrier,64,,1,1,1.0,0.0,520.7439258886358,70.25493377198225,0.0713096888635496,64.0,,,,,28.795699050999247,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,2.0,slsqp,fast_marching,64,,1,1,1.0,0.0,520.7439256949548,70.25427300281025,0.008585825851575662,64.0,,,,,26.870186168991495,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,2.0,slsqp,straight,64,,1,1,1.0,0.0,520.7439258081009,70.25618913472294,0.04602603094955217,64.0,,,,,29.143602783966344,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,4.0,euler_lagrange,arc_left,64,,1,1,1.0,0.0,1282.8425565303328,24.028578556527176,10892.529645403029,64.0,,,,,1.0269781869719736,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,4.0,euler_lagrange,arc_right,64,,1,0,0.0,0.0,,,9895.409950777354,64.0,,,,,0.9905921440222301,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,4.0,euler_lagrange,barrier,64,,1,1,1.0,0.0,752.7105324167238,79.43942771570899,9097.53717354705,64.0,,,,,1.0597279529902153,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,4.0,euler_lagrange,fast_marching,64,,1,1,1.0,0.0,424.06439922233824,61.42598737981959,3948.9838358441257,64.0,,,,,5.274978731991723,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,4.0,euler_lagrange,straight,64,,1,1,1.0,0.0,752.7105324167566,79.43942771571069,9097.537173546214,64.0,,,,,1.0060120879788883,1,stagnated:1,stagnated:1
contrast_sweep,correlated_roughness,4.0,fast_marching,fast_marching,,513,1,1,1.0,1.0,423.7916267657396,65.83712059070625,,,,,,,5.624632769962773,1,,converged:1
contrast_sweep,correlated_roughness,4.0,slsqp,arc_left,64,,1,1,1.0,0.0,447.5083485378898,8.018107341866576,0.049956438633192594,64.0,,,,,50.237808006000705,1,optimization_failed:1,optimization_failed:1
contrast_sweep,correlated_roughness,4.0,slsqp,arc_right,64,,1,1,1.0,0.0,423.59483537330084,65.04642332822549,0.07932623183575116,64.0,,,,,28.483274396974593,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,4.0,slsqp,barrier,64,,1,1,1.0,0.0,423.5948346958683,65.04836953222393,0.08395485745514009,64.0,,,,,29.444818153977394,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,4.0,slsqp,fast_marching,64,,1,1,1.0,0.0,423.59483428375074,65.04616804528324,0.033370334364280496,64.0,,,,,20.83834126003785,1,nonstationary:1,nonstationary:1
contrast_sweep,correlated_roughness,4.0,slsqp,straight,64,,1,1,1.0,0.0,423.5948344554951,65.04475619489992,0.07127875185319663,64.0,,,,,36.57432173099369,1,nonstationary:1,nonstationary:1
contrast_sweep,dead_ends,0.0,euler_lagrange,arc_left,64,,1,0,0.0,1.0,,,1.7697741698074985e-10,64.0,,,,,0.7881520430091769,1,stationary:1,stationary:1
contrast_sweep,dead_ends,0.0,euler_lagrange,arc_right,64,,1,0,0.0,1.0,,,1.7825882673302995e-10,64.0,,,,,0.8041552759823389,1,stationary:1,stationary:1
