case_id,initialization,interior_points,seed_hash_match,euler_feasible,slsqp_feasible,slsqp_minus_euler_percent
competing_corridors-s10,fast_marching,32,True,True,True,-0.0004164398993763622
competing_corridors-s10,fast_marching,64,True,True,True,-2.13237268010701e-05
competing_corridors-s10,fast_marching,128,False,True,False,
competing_corridors-s10,straight,32,True,False,False,
competing_corridors-s10,straight,64,True,False,False,
competing_corridors-s10,straight,128,False,False,False,
competing_corridors-s11,arc_left,32,True,True,True,-22.531308052434312
competing_corridors-s11,arc_left,64,True,True,True,-22.673791482691907
competing_corridors-s11,arc_left,128,False,True,False,
competing_corridors-s11,arc_right,32,True,True,True,0.00048118133966326454
competing_corridors-s11,arc_right,64,True,True,True,0.00025759887958528855
competing_corridors-s11,arc_right,128,False,True,False,
competing_corridors-s11,barrier,32,True,False,True,
competing_corridors-s11,barrier,64,True,False,True,
competing_corridors-s11,barrier,128,False,False,False,
competing_corridors-s11,fast_marching,32,True,True,True,-0.011230508296498895
competing_corridors-s11,fast_marching,64,True,True,True,-0.0012908445056815242
competing_corridors-s11,fast_marching,128,False,True,False,
competing_corridors-s11,straight,32,True,False,True,
competing_corridors-s11,straight,64,False,False,False,
competing_corridors-s11,straight,128,False,False,False,
competing_corridors-s12,arc_left,32,True,True,True,0.001229279083658326
competing_corridors-s12,arc_left,64,True,True,True,0.000860750335388909
competing_corridors-s12,arc_left,128,False,True,False,
competing_corridors-s12,arc_right,32,True,True,True,0.004196028179447615
competing_corridors-s12,arc_right,64,True,True,True,0.0010948950594226326
competing_corridors-s12,arc_right,128,False,True,False,
competing_corridors-s12,barrier,32,True,False,True,
competing_corridors-s12,barrier,64,True,False,True,
competing_corridors-s12,barrier,128,False,False,False,
competing_corridors-s12,fast_marching,32,True,True,True,0.001229276306856509
competing_corridors-s12,fast_marching,64,True,True,True,0.0008607501150992244
competing_corridors-s12,fast_marching,128,False,True,False,
competing_corridors-s12,straight,32,True,False,True,
competing_corridors-s12,straight,64,True,False,False,
